School Code Adjusted,School Name,Phone,Start Time,End Time,Type,Notes,Level,Registration link
275018,Atherton High,,10/30/2025 6:00 PM,,Open House,,High,
275105,Ballard High,,11/6/2025 6:30 PM,,Open House,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
2751652,J. Graham Brown School,,11/7/2025 8:30 AM,,School Tour,,High,
2751652,J. Graham Brown School,,11/11/2025 8:30 AM,,School Tour,,High,
2751652,J. Graham Brown School,,11/18/2025 8:30 AM,,School Tour,,High,
2751652,J. Graham Brown School,,12/5/2025 8:30 AM,,School Tour,,High,
2751652,J. Graham Brown School,,12/17/2025 8:30 AM,,School Tour,,High,
275045,Butler Traditional High,,11/11/2025 5:30 PM,,Open House,,High,
275179,Central High Magnet Career Academy,,10/29/2025 8:30 AM,,School Tour,,High,
275179,Central High Magnet Career Academy,,11/6/2025 6:00 PM,,Open House,,High,
275179,Central High Magnet Career Academy,,11/12/2025 8:30 AM,,School Tour,,High,
275179,Central High Magnet Career Academy,,11/19/2025 8:30 AM,,School Tour,,High,
275179,Central High Magnet Career Academy,,12/3/2025 8:30 AM,,School Tour,,High,
275179,Central High Magnet Career Academy,,12/10/2025 8:30 AM,,School Tour,,High,
275100,Doss High,,11/3/2025 1:00 PM,11/3/2025 3:00 PM,Open House,,High,
2752002,DuPont Manual High,,10/9/2025 1:00 PM,10/9/2025 3:00 PM,School Tour,,High,
2752002,DuPont Manual High,,10/16/2025 1:00 PM,10/16/2025 3:00 PM,School Tour,,High,
2752002,DuPont Manual High,,10/23/2025 1:00 PM,10/23/2025 3:00 PM,School Tour,,High,
2752002,DuPont Manual High,,10/28/2025 6:00 PM,,Open House,,High,
2752002,DuPont Manual High,,10/30/2025 1:00 PM,10/30/2025 3:00 PM,School Tour,,High,
2752002,DuPont Manual High,,11/6/2025 1:00 PM,11/6/2025 3:00 PM,School Tour,,High,
2752002,DuPont Manual High,,11/13/2025 1:00 PM,11/13/2025 3:00 PM,School Tour,,High,
275007,Eastern High,,11/4/2025 6:00 PM,,Open House,,High,
275012,Fern Creek High,,12/9/2025 6:00 PM,,Open House,,High,
275057,Fairdale High,,11/11/2025 9:00 AM,11/11/2025 12:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/10C094BAAAE2DABFCCF8-58169344-fairdale#/)
275057,Fairdale High,,11/13/2025 9:00 AM,11/13/2025 12:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/10C094BAAAE2DABFCCF8-58169344-fairdale#/)
275335,Iroquois High,,11/13/2025 5:30 PM,,Open House,,High,
2758002,Grace M. James Academy of Excellence,,11/4/2025 6:30 PM,,Open House,,High,
275065,Jeffersontown High,(502) 485-8275,,,School Tour,,High,
275047,Louisville Male High,,11/13/2025 6:00 PM,,Open House,,High,
2751552,Marion C. Moore School,(502) 485-8304,,,School Tour,,High,
2752012,Phoenix School of Discovery,(502) 212-4547,,,School Tour,,High,
275075,Pleasure Ridge Park High,(502) 485-8311,,,School Tour,Tours are 9-11 AM and 1-3 PM,High,
275073,Seneca High,,12/1/2025 6:30 PM,,Open House,,High,
2755902,The Academy @ Shawnee,,11/3/2025 1:00 PM,11/3/2025 4:00 PM,Open House,,High,
275031,Southern High,,10/30/2025 6:00 PM,10/30/2025 7:00 PM,Open House,,High,
275033,Valley High,,11/3/2025 1:00 PM,11/3/2025 3:00 PM,Open House,,High,
275033,Valley High,,11/4/2025 9:00 AM,11/4/2025 11:00 AM,Open House,,High,
275051,Waggener High,,10/29/2025 6:00 PM,10/29/2025 7:30 PM,Open House,,High,
275084,Western High,(502) 485-8344,11/5/2025 6:30 PM,11/5/2025 8:00 PM,Open House,,High,
275105,Ballard High,,9/22/2025 4:00 PM,9/22/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/16/2025 4:00 PM,10/16/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/27/2025 4:00 PM,10/27/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/4/2025 4:00 PM,11/4/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/20/2025 4:00 PM,11/20/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,12/4/2025 4:00 PM,12/4/2025 4:30 PM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,9/25/2025 9:00 AM,9/25/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/7/2025 9:00 AM,10/7/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/9/2025 9:00 AM,10/9/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/14/2025 9:00 AM,10/14/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/16/2025 9:00 AM,10/16/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/23/2025 9:00 AM,10/23/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/28/2025 9:00 AM,10/28/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,10/30/2025 9:00 AM,10/30/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/6/2025 9:00 AM,11/6/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/11/2025 9:00 AM,11/11/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/13/2025 9:00 AM,11/13/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/18/2025 9:00 AM,11/18/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
275105,Ballard High,,11/20/2025 9:00 AM,11/20/2025 11:00 AM,School Tour,,High,[Register via this link](https://www.canva.com/design/DAFtBzkcmog/irRehTkoWOzNstAWePMElw/view?utm_content=DAFtBzkcmog&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h546e2a921c)
2758002,Grace M. James Academy of Excellence,,10/22/2025 1:00 PM,10/22/2025 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,11/19/2025 1:00 PM,11/19/2025 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,12/3/2025 1:00 PM,12/3/2025 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,12/10/2025 1:00 PM,12/10/2025 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,12/17/2025 1:00 PM,12/17/2025 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,1/21/2026 1:00 PM,1/21/2026 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758002,Grace M. James Academy of Excellence,,2/18/2026 1:00 PM,2/18/2026 2:00 PM,School Tour,,High,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
