School Code,School Code Adjusted,School Name,JCPS School Code,School Name Alternate,Display Name,School Zone,Feeder to High School,Network,Great Schools Rating,Great Schools URL,Enrollment,All Grades Enrollment,All Grades Except Preschool Enrollment,Student Teacher Ratio,Grade,Mathematics - All Students Proficient or Distinguished,Mathematics - Economically Disadvantaged Proficient or Distinguished,Mathematics - Non Economically Disadvantaged Proficient or Distinguished,Reading - All Students Proficient or Distinguished,Reading - Economically Disadvantaged Proficient or Distinguished,Reading - Non Economically Disadvantaged Proficient or Distinguished,Total Ready,Teacher Average Years of Experience,Percent of Teachers With 1-3 Years Experience,Percent of Teachers With Less Than 1 Year Experience,Percent of Teachers with 3 Years or Less of Experience,Total Behavior Events,Alcohol,"Assault, 1st Degree",Drugs,Harassment (Includes Bullying),Other Assault or Violence,Other Events Resulting in State Resolutions,Tobacco,Weapons,Percent_Drugs,Percent_Assault,Percent_Total_Behavior,Total Assault Or Weapons,Attendance Rate,Dropout Rate,Students Whose Parents Attended Teacher Conferences,Parents Voted in SBDM Elections,Parents Who Served on SBDM or Committees,Volunteer Hours Contributed by Parents,School Website Link,School Type,Low Grade,High Grade,Title I Status,Contact Name,Address,Address2,PO Box,City,State,Zipcode,Phone,Fax,Latitude,Longitude,KYReportCard URL,Reside,Choice Zone,Universal Magnet Traditional School,Universal Magnet Traditional Program,Geographical Magnet Traditional,Magnet Programs,The Academies of Louisville,The Academies of Louisville Programs,Explore Pathways,Explore Pathways Programs,Specialized School Choices,Universal Academies or Other,Level,GIS Name,Gifted Talented,PTA Membership Percent,Percent Disciplinary Resolutions,Total Discipline Resolutions,Corporal Punishment (SSP5),Restraint (SSP7),Seclusion (SSP8),"Expelled, Not Receiving Services (SSP2)","Expelled, Receiving Services (SSP1)",In-School Removal (INSR) Or In-District Removal (INDR) >=.5,Out-Of-School Suspensions (SSP3),Removal By Hearing Officer (IAES2),Unilateral Removal By School Personnel (IAES1),Start Time,End Time,School Level,Membership,All Grades With Preschool Membership,All Grades Membership,Preschool Membership,Elementary School Membership,Middle School Membership,High School Membership,White %,African American %,Hispanic %,Asian %,Two or More Races %,Economically Disadvantaged %,Parent Satisfaction,Overall Indicator Rating,Overall Indicator Rating - Color
275005,275005,Cane Run Elementary,5,Cane Run Elementary,Cane Run Elementary,Iroquois Zone,Iroquois High,Network 1,2,https://www.greatschools.org/kentucky/shively/702-Cane-Run-Elementary-School/,453,522,453,13:01,Grade 5,*,*,*,11,12,*,35,8.7,21.7,4.3,26,85,0,0,0,10,0,78,0,*,0,0,16.3,0,87,,413,0,2,164,https://sites.google.com/jefferson.kyschools.us/canerunelementary/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Christie Horn,3951 Cane Run Rd,,,Louisville,KY,40211,(502) 485-8223,(502) 313-2648,38.209519,-85.822595,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275005,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,11,2.9,8.8,46,0,6,0,0,0,39,9,0,0,7:30 a.m.,2:10 p.m.,Elementary School,382,441,382,59,382,0,0,12.8,63.4,17.3,0.8,5.8,81.6,62.3,1,Red
275167,275167,Carrithers Middle,167,Carrithers Middle,Carrithers Middle,Jeffersontown Zone,Jeffersontown High,Network 2,2,https://www.greatschools.org/kentucky/louisville/789-Carrithers-Middle-School/,630,630,630,15:01,Grade 8,18,14,26,21,14,35,,10.85,7.5,2.5,10,179,0,0,11,45,12,163,9,4,1.75,1.9,28.4,16,90,0.5,25,3,3,20,https://schools.jefferson.kyschools.us/Middle/Carrithers/,A1,6th,8th,Title 1 Eligible - Schoolwide School,Jason Watts,4320 Billtown Road,,,Louisville,KY,40299,(502) 485-8224,(502) 485-8394,38.181334,-85.574213,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275167,Yes,No,No,No,No,,#N/A,,Yes,Business and Communication; Public Service,,No,Middle School,CARRITHERS,16.1,20.3,24.1,152,0,4,0,0,0,117,98,0,0,8:40 a.m.,3:20 p.m.,Middle School,559,559,559,0,0,559,0,38.6,27,25.9,2.1,5.9,66,62.3,2,Orange
275680,275680,Carter Traditional Elementary,680,Carter Traditional Elementary,Carter Traditional Elementary,Magnet,Magnet Schools,Magnet,5,https://www.greatschools.org/kentucky/louisville/831-Carter-Elementary-School/,544,544,544,19:01,Grade 5,40,34,52,43,28,72,52,12.04,13,17.4,30.4,90,0,0,*,22,5,81,*,*,0,0.9,16.5,5,92.8,,350,100,2,10,,A1,K,5th,Title 1 Eligible - Schoolwide School,Whitney Hodge,3600 Bohne Ave,,,Louisville,KY,40211,(502) 485-8225,(502) 313-3447,38.228259,-85.814747,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275680,No,No,No,No,Yes,Traditional,#N/A,,#N/A,,No,No,Elementary School,CARTER,3,0.4,8.8,48,0,*,0,0,0,42,14,0,0,8:40 a.m.,3:20 p.m.,Elementary School,505,505,505,0,505,0,0,17.4,70.9,4.6,1.8,5.1,73.3,64.6,2,Orange
275179,275179,Central High Magnet Career Academy,179,Central High School Magnet Career Academy (MCA),Central High Magnet Career Academy,Magnet,Central High Magnet Career Academy,Magnet,5,https://www.greatschools.org/kentucky/louisville/790-Central-High-School/,1249,1249,1249,14:01,Grade 10,17,15,24,28,24,48,,14.64,7.2,3.6,10.8,282,*,0,39,15,4,252,5,*,3.12,0.3,22.6,4,88.8,0.6,362,28,2,750,https://sites.google.com/jefferson.kyschools.us/central-high-school,A1,9th,12th,Title 1 Eligible - Schoolwide School,Tamela Compton,1130 West Chestnut Street,,,Louisville,KY,40203,(502) 485-8226,(502) 313-3430,38.24999,-85.770814,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275179,No,No,Yes,No,No,Cyber Engineering; Dental Assisting; Management Entrepreneurship; Marketing; Navy JROTC; Patient Care Technician (PCT)/Pre-Nursing; Pre-Med; Teaching and Learning; Veterinary Assistant; Montessori learning,No,,#N/A,,No,No,High School,CENTRAL HIGH SCHOOL MAGNET CAREER ACADEMY (MCA),14.1,0,18.9,236,0,4,0,0,0,177,111,0,0,7:30 a.m.,2:10 p.m.,High School,1169,1169,1169,0,0,0,1169,5.3,71.9,15,3.6,4.2,78.9,85.4,1,Red
275102,275102,Chancey Elementary,102,Chancey Elementary,Chancey Elementary,Ballard Zone,Ballard High,Network 3,3,https://www.greatschools.org/kentucky/louisville/2020-Chancey-Elementary-School/,651,651,651,15:01,Grade 5,19,15,26,25,18,41,42,13.56,0,0,0,26,0,0,0,0,*,26,0,0,0,0,4,0,93.9,,560,100,14,800,https://sites.google.com/jefferson.kyschools.us/chancey-elementary-school/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Tioka Ivory,4301 Murphy Lane,,,Louisville,KY,40241,(502) 485-8387,(502) 313-3432,38.307258,-85.535118,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275102,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,20.7,14.6,1.8,12,0,*,0,0,0,8,5,0,0,7:30 a.m.,2:10 p.m.,Elementary School,576,576,576,0,576,0,0,26.9,36.5,23.8,5,7.8,66.7,85.5,1,Red
275046,275046,Chenoweth Elementary,46,Chenoweth Elementary,Chenoweth Elementary,Waggener Zone,Waggener High,Network 3,5,https://www.greatschools.org/kentucky/louisville/720-Chenoweth-Elementary-School/,638,638,638,17:01,Grade 5,37,*,63,46,*,77,58,14.83,3.3,0,3.3,30,0,0,0,6,*,26,0,5,0,0,4.7,5,91.6,,314,200,3,2000,N/A,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Angela Burns,3622 Brownsboro Road,,,Louisville,KY,40207,(502) 485-8227,(502) 313-3433,38.263128,-85.668975,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275046,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.1,29.8,1.9,12,0,5,0,0,0,3,7,0,0,9:40 a.m.,4:20 p.m.,Elementary School,566,566,566,0,566,0,0,44,24.7,15.2,6.2,8.7,60,74.5,2,Orange
275917,275917,Churchill Park School,917,Churchill Park School,Churchill Park School,,,,,,92,92,78,3:01,Grade 10,*,*,,*,*,,,8,26.1,13,39.1,14,0,0,0,0,0,14,0,0,0,0,15.2,0,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,Preschool,12th,Title 1 Eligible - Schoolwide School,Kristina Lee,435 Boxley Avenue,,,Louisville,KY,40209,(502) 485-8229,(502) 485-8982,38.205957,-85.751759,,No,No,No,No,No,,No,,No,,Yes,No,All,,,,5.4,5,0,3,4,0,0,0,0,0,0,9:40 a.m.,3:10 p.m.,All,75,89,75,14,24,7,44,46.7,28,5.3,17.3,2.7,62,,,
275917,2759172,Churchill Park School,917,Churchill Park School,Churchill Park School,,,,,,44,92,78,3:01,Grade 10,*,*,,*,*,,,8,26.1,13,39.1,14,0,0,0,0,0,14,0,0,0,0,15.2,0,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,Preschool,12th,Title 1 Eligible - Schoolwide School,Kristina Lee,435 Boxley Avenue,,,Louisville,KY,40209,(502) 485-8229,(502) 485-8982,38.205957,-85.751759,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,5.4,5,0,3,4,0,0,0,0,0,0,9:40 a.m.,3:10 p.m.,High School,44,89,75,14,24,7,44,43.2,25,2.3,27.3,2.3,62,,,
275917,2759170,Churchill Park School,917,Churchill Park School,Churchill Park School,,,,,,27,92,78,3:01,Grade 5,*,*,*,*,*,*,,8,26.1,13,39.1,14,0,0,0,0,0,14,0,0,0,0,15.2,0,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,Preschool,12th,Title 1 Eligible - Schoolwide School,Kristina Lee,435 Boxley Avenue,,,Louisville,KY,40209,(502) 485-8229,(502) 485-8982,38.205957,-85.751759,,No,No,No,No,No,,#N/A,,#N/A,,Yes,No,Elementary School,,,,5.4,5,0,3,4,0,0,0,0,0,0,9:40 a.m.,3:10 p.m.,Elementary School,24,89,75,14,24,7,44,54.2,33.3,8.3,0,4.2,62,,,
275917,2759171,Churchill Park School,917,Churchill Park School,Churchill Park School,,,,,,7,92,78,3:01,Grade 8,*,*,*,*,*,*,,8,26.1,13,39.1,14,0,0,0,0,0,14,0,0,0,0,15.2,0,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,Preschool,12th,Title 1 Eligible - Schoolwide School,Kristina Lee,435 Boxley Avenue,,,Louisville,KY,40209,(502) 485-8229,(502) 485-8982,38.205957,-85.751759,,No,No,No,No,No,,#N/A,,No,,Yes,No,Middle School,,,,5.4,5,0,3,4,0,0,0,0,0,0,9:40 a.m.,3:10 p.m.,Middle School,7,89,75,14,24,7,44,42.9,28.6,14.3,14.3,0,62,,,
275323,275323,Cochran Elementary,323,Cochran Elementary,Cochran Elementary,Seneca Zone,Seneca High,Network 2,3,https://www.greatschools.org/kentucky/louisville/807-Cochran-Elementary-School/,450,450,450,13:01,Grade 5,13,*,*,*,*,*,22,8.52,17.4,13,30.4,54,0,0,0,8,0,51,*,0,0,0,12,0,89.3,,208,80,2,30,https://www.jefferson.kyschools.us/o/cochran/,A1,K,5th,Title 1 Eligible - Schoolwide School,Melissa Cheatham,500 West Gaulbert Ave,,,Louisville,KY,40208,(502) 485-8230,(502) 485-8498,38.224716,-85.764215,,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,12,4.2,5.6,25,0,7,0,0,0,11,10,0,0,9:40 a.m.,4:20 p.m.,Elementary School,392,392,392,0,392,0,0,26.5,55.6,7.9,2.8,6.9,82.4,75.2,1,Red
275083,275083,Cochrane Elementary,83,Cochrane Elementary,Cochrane Elementary,Jeffersontown Zone,Jeffersontown High,Network 2,3,https://www.greatschools.org/kentucky/jeffersontown/744-Cochrane-Elementary-School/,527,594,527,13:01,Grade 5,18,18,*,21,21,*,30,9.59,11.1,3.7,14.8,25,0,0,0,9,4,18,0,*,0,0.7,4.2,4,91.6,,203,0,2,100,https://schools.jefferson.kyschools.us/Elementary/Cochrane/,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Elizabeth Fuller,2511 Tregaron Avenue,,,Louisville,KY,40299,(502) 485-8231,(502) 485-8392,38.21016,-85.574736,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275083,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,9.2,0,2.7,16,0,9,0,0,0,3,9,0,0,7:30 a.m.,2:10 p.m.,Elementary School,465,523,465,58,465,0,0,29,27.7,32.3,4.9,6,70.7,78.9,1,Red
275660,275660,Coleridge,660,Coleridge-Taylor Montessori Elementary,Coleridge-Taylor Montessori Elementary,Magnet,Magnet Schools,Magnet,1,https://www.greatschools.org/kentucky/louisville/830-Coleridge-Taylor-Elementary-School/,411,433,411,13:01,Grade 5,*,*,*,18,*,*,53,6.96,29.2,20.8,50,130,0,0,*,7,0,128,4,6,0,0,30,6,89.3,,210,0,2,50,NA,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Marcia Carmichael-Murphy,1115 W Chestnut St,,,Louisville,KY,40203,(502) 485-8232,(502) 313-3437,38.250505,-85.770174,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275660,No,No,Yes,No,No,Montessori,#N/A,,#N/A,,No,No,Elementary School,,16.7,19.4,9.2,40,0,13,0,0,0,10,30,0,0,8:40 a.m.,3:20 p.m.,Elementary School,365,382,365,17,365,0,0,12.6,76.4,2.2,0,8.8,81.3,70.4,1,Red
275164,275164,Conway Middle,164,Conway Middle,Conway Middle,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,1,https://www.greatschools.org/kentucky/louisville/787-Conway-Middle-School/,752,752,752,17:01,Grade 8,9,9,10,17,15,24,,12.03,12.8,2.6,15.4,329,0,0,9,41,16,316,36,7,1.2,2.1,43.8,23,86.7,0.2,72,0,0,25,https://www.jefferson.kyschools.us/o/conway,A1,6th,8th,Title 1 Eligible - Schoolwide School,Dr. Jeannie Lett,6300 Terry Road,,,Louisville,KY,40258,(502) 485-8233,(502) 485-8076,38.159385,-85.868002,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275164,Yes,No,No,No,No,,#N/A,,No,,,No,Middle School,CONWAY,8.4,0,38,286,0,5,0,0,0,144,246,0,0,7:30 a.m.,2:10 p.m.,Middle School,655,655,655,0,0,655,0,32.7,38.3,21.8,0.8,6,73.1,52.9,1,Red
275060,275060,Coral Ridge Elementary,60,Coral Ridge Elementary,Coral Ridge Elementary,Fairdale Zone,Fairdale High,Network 1,3,https://www.greatschools.org/kentucky/hollyvilla/727-Coral-Ridge-Elementary-School/,636,658,636,15:01,Grade 5,27,21,*,29,21,52,19,13.12,9.1,0,9.1,12,0,0,0,*,0,7,0,*,0,0,1.8,0,92.2,,350,125,2,120,N/A,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Brian Davis,10608 National Turnpike,,,Fairdale,KY,40118,(502) 485-8234,(502) 313-3439,38.095167,-85.738829,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275060,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,10.2,13.8,0.6,4,0,0,0,0,0,0,4,0,0,9:40 a.m.,4:20 p.m.,Elementary School,600,619,600,19,600,0,0,53.2,11.8,28.7,1.2,4.5,73.9,82.3,2,Orange
275119,275119,Crosby Middle,119,Crosby Middle,Crosby Middle,Eastern Zone,Eastern High,Network 3,4,https://www.greatschools.org/kentucky/louisville/768-Crosby-Middle-School/,982,982,982,17:01,Grade 8,37,17,54,29,13,44,,13.2,10.9,7.3,18.2,269,0,0,19,84,49,244,22,*,1.93,5,27.4,49,90,0,485,114,6,65,https://sites.google.com/jefferson.kyschools.us/crosby-student-hub/home?authuser=0,A1,6th,8th,Title 1 Eligible - No Program,Clay Ryan,303 Gatehouse Lane,,,Middletown,KY,40243,(502) 485-8235,(502) 313-3440,38.240546,-85.555618,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275119,Yes,No,No,No,No,,#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,,No,Middle School,CROSBY,18.9,29.4,21,206,0,4,0,0,0,88,170,0,0,8:40 a.m.,3:20 p.m.,Middle School,867,867,867,0,0,867,0,48.4,26.4,11.5,7.5,6.1,44.5,63,2,Orange
275092,275092,Crums Lane Elementary,92,Crums Lane Elementary,Crums Lane Elementary,Doss Zone,Doss High,Network 1,2,https://www.greatschools.org/kentucky/louisville/751-Crums-Lane-Elementary-School/,536,536,536,15:01,Grade 5,16,12,*,30,28,*,42,10.41,18.5,7.4,25.9,104,0,0,0,9,15,100,*,4,0,2.8,19.4,19,88.6,,372,0,0,263,https://sites.google.com/jefferson.kyschools.us/crosby-hub/page,A1,K,5th,Title 1 Eligible - Schoolwide School,Tanesha Franklin,3212 S Crums Ln,,,Louisville,KY,40216,(502) 485-8236,(502) 313-3441,38.193132,-85.839263,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275092,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,7.2,0,9.7,52,0,9,0,0,0,36,23,0,0,7:30 a.m.,2:10 p.m.,Elementary School,461,461,461,0,461,0,0,9.1,67.7,15.2,1.5,6.5,83.4,86.5,1,Red
275082,275082,Dixie Elementary,82,Dixie Elementary,Dixie Elementary,Valley Zone,Valley High,Network 1,3,https://www.greatschools.org/kentucky/louisville/743-Dixie-Elementary-School/,393,436,393,14:01,Grade 5,27,26,*,35,32,*,21,14.61,5.6,5.6,11.2,33,0,0,0,*,0,30,*,*,0,0,7.6,0,90,,221,142,2,105,https://sites.google.com/jefferson.kyschools.us/dixieelementary/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Shawn Purlee,10201 Casalanda Dr,,,Louisville,KY,40272,(502) 485-8238,(502) 485-8448,38.108139,-85.872333,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275082,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,11.4,0,4.6,20,0,*,0,0,0,3,20,0,0,7:30 a.m.,2:10 p.m.,Elementary School,343,378,343,35,343,0,0,42.9,29.7,19.5,1.7,5.8,83.7,79.2,2,Orange
275100,275100,Doss High,100,Doss High,Doss High,Doss Zone,Doss High,Network 1,1,https://www.greatschools.org/kentucky/louisville/758-Doss-High-School/,1321,1321,1321,16:01,Grade 10,*,*,12,13,11,20,,11.33,13.2,7.9,21.1,465,*,0,37,20,15,431,61,10,2.8,1.1,35.2,25,81.3,3.3,550,1,1,500,https://jeffersoncpsky.sites.thrillshare.com/o/doss,A1,9th,12th,Title 1 Eligible - Schoolwide School,Julie Chancellor,7601 St Andrews Church Rd,,,Louisville,KY,40214,(502) 485-8239,(502) 485-8080,38.153256,-85.812971,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275100,Yes,No,No,No,No,,Yes,"Freshman Academy; Business and Education Academy; Health Sciences Academy; Technology, Engineering, and Construction (TEC) Academy",#N/A,,No,No,High School,DOSS,3.6,0,28.9,382,0,3,0,0,0,141,352,0,0,8:40 a.m.,3:20 p.m.,High School,1154,1154,1154,0,0,0,1154,21.4,47.7,23,3,4.2,68.6,69.3,1,Red
275182,275182,Dr. William H. Perry Elementary School,182,Perry Elementary,Dr. William H. Perry Elementary School,Jeffersontown Zone,Jeffersontown High,Network 2,,https://www.greatschools.org/kentucky/louisville/823-Roosevelt-Perry-Elementary-School/,428,428,428,14:01,Grade 5,12,10,*,15,15,*,48,8.4,30,10,40,55,0,0,0,16,9,33,10,*,0,2.1,12.9,9,88.2,,274,0,1,20,https://williamperry.jcps-ky.com/,A1,K,5th,Title 1 Eligible - Schoolwide School,Keisha Fulson,755 Dixie Highway,,,Louisville,KY,40210,(502) 485-8348,(502) 485-8998,38.247551,-85.780931,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275182,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,6.1,0,10.5,45,0,7,0,0,0,18,29,0,0,9:40 a.m.,4:20 p.m.,Elementary School,375,375,375,0,375,0,0,4,89.6,3.7,0,2.4,89,47.5,1,Red
275156,275156,Dunn Elementary,156,Dunn Elementary,Dunn Elementary,Ballard Zone,Ballard High,Network 3,7,https://www.greatschools.org/kentucky/indian-hills/783-Dunn-Elementary-School/,500,500,500,15:01,Grade 5,64,36,77,71,44,83,79,15.41,7.4,0,7.4,13,0,0,0,7,*,6,0,*,0,0,2.6,0,94.7,,360,80,2,3000,https://sites.google.com/jefferson.kyschools.us/dunnelementary/home,A1,K,5th,Not a Title 1 School,Dr. Tracy Barber,2010 Rudy Lane,,,Louisville,KY,40207,(502) 485-8240,,38.284195,-85.643607,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275156,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.8,4.2,1,5,0,4,0,0,0,*,*,0,0,9:40 a.m.,4:20 p.m.,Elementary School,456,456,456,0,456,0,0,63.4,17.5,6.4,6.1,6.6,34,77.8,4,Green
275200,275200,duPont Manual High,200,Youth Performing Arts School (YPAS) at duPont Manual,duPont Manual High,Magnet,duPont Manual High,Magnet,10,https://www.greatschools.org/kentucky/louisville/794-Dupont-Manual-High-School/,1930,1930,1930,17:01,Grade 10,74,55,81,84,73,89,,17.03,5.9,0,5.9,83,*,0,14,14,7,42,16,*,0.73,0.4,4.3,7,94.7,0.1,1402,305,14,325,www.dupontmanual.com,A1,9th,12th,Not a Title 1 School,Mr. Michael Newman,120 W Lee St,,,Louisville,KY,40208,(502) 485-8241,(502) 313-3448,38.221835,-85.759055,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275200,No,No,Yes,No,No,High School/University; Journalism and Communications; Mathematics/Science/Technology; Visual Arts; Youth Performing Arts School,No,,#N/A,,No,No,High School,DUPONT MANUAL,64.8,43.1,3,58,0,*,0,0,0,3,56,0,0,7:30 a.m.,2:10 p.m.,High School,1907,1907,1907,0,0,1,1906,49.8,18.9,6.7,19.9,4.6,25.3,80.5,5,Blue
275007,275007,Eastern High,7,Eastern High,Eastern High,Eastern Zone,Eastern High,Network 3,6,https://www.greatschools.org/kentucky/louisville/703-Eastern-High-School/,2048,2048,2048,16:01,Grade 10,43,21,59,50,31,63,,16.57,1.8,2.7,4.5,213,*,0,46,28,26,151,61,*,2.25,1.3,10.4,26,88.5,2.1,439,216,3,1500,https://sites.google.com/jefferson.kyschools.us/eastern,A1,9th,12th,Title 1 Eligible - No Program,Heather Orman,12400 Old Shelbyville Rd,,,Middletown,KY,40243,(502) 485-8243,(502) 485-3883,38.243661,-85.526094,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275007,Yes,No,No,No,No,,Yes,Freshman Academy; Business Academy; Computer Science and IT Academy; Service and Design Academy,#N/A,,No,No,High School,EASTERN,21.6,12.4,9,185,0,13,0,0,0,14,185,0,*,8:40 a.m.,3:20 p.m.,High School,1830,1830,1830,0,0,0,1830,53.4,21.5,12,7.4,5.1,38,62,3,Yellow
275255,275255,Echo Trail Middle,255,Echo Trail Middle,Echo Trail Middle,Jeffersontown Zone; Eastern Zone,Jeffersontown High; Eastern High,Network 2; Network 3,,,285,285,285,10:01,Grade 6,39,22,50,48,30,60,,11.44,3.7,3.7,7.4,41,0,0,0,4,*,34,0,7,0,0,14.4,7,93.2,,150,50,3,100,https://jeffersoncpsky.sites.thrillshare.com/o/echotrail,A1,6th,6th,Not a Title 1 School,Kara Ammerman,2604 Echo Trail,,,Louisville,KY,40245,(502) 485-3146,,38.20455,-85.470031,,Yes,No,No,No,No,,#N/A,,Yes,Business and Communication; Consumer Science; Engineering and Design,,No,Middle School,ECHO TRAIL,19.8,0,10.2,29,0,*,0,0,0,23,16,0,*,7:30 a.m.,2:10 p.m.,Middle School,262,262,262,0,0,262,0,55.7,19.5,9.5,8.4,6.9,41.8,82.3,4,Green
275131,275131,Eisenhower Elementary,131,Eisenhower Elementary,Eisenhower Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,4,https://www.greatschools.org/kentucky/louisville/774-Eisenhower-Elementary-School/,644,645,644,17:01,Grade 5,35,37,32,45,48,41,37,14.35,9.7,6.5,16.2,9,0,0,0,*,*,6,0,0,0,0,1.4,0,91.5,,500,10,2,1100,https://www.jefferson.kyschools.us/page/eisenhower-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Conni Strange,5300 Jessamine Lane,,,Louisville,KY,40258,(502) 485-8244,(502) 313-3450,38.137838,-85.854894,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275131,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,12.1,10.2,0.9,6,0,*,0,0,0,0,5,0,0,9:40 a.m.,4:20 p.m.,Elementary School,604,604,604,0,604,0,0,66.9,15.7,7.5,0.3,9.6,65.3,71.9,3,Yellow
275240,275240,Engelhard Elementary,240,Engelhard Elementary,Engelhard Elementary,Seneca Zone,Seneca High,Network 2,1,https://www.greatschools.org/kentucky/louisville/796-Engelhard-Elementary-School/,337,337,337,13:01,Grade 5,*,*,*,8,6,*,20,10.5,10,5,15,56,0,0,0,*,*,54,0,*,0,0,16.6,0,87.4,,31,0,2,10,https://schools.jefferson.kyschools.us/Elementary/Engelhard/,A1,K,5th,Title 1 Eligible - Schoolwide School,Mr. Ryan McCoy,1004 S First St,,,Louisville,KY,40203,(502) 485-8246,(502) 485-8793,38.238092,-85.754919,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275240,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,3.1,5,3.6,12,0,10,0,0,0,*,8,0,0,9:40 a.m.,4:20 p.m.,Elementary School,292,292,292,0,292,0,0,11.3,73.3,8.6,0.3,6.5,84.6,77,1,Red
275010,275010,Fairdale Elementary,10,Fairdale Elementary,Fairdale Elementary,Fairdale Zone,Fairdale High,Network 1,5,https://www.greatschools.org/kentucky/louisville/704-Fairdale-Elementary-School/,691,691,691,16:01,Grade 5,39,34,50,41,35,53,36,11.97,15.8,0,15.8,37,0,0,0,4,*,34,0,0,0,0,5.4,0,92.1,,325,182,2,275,https://www.jefferson.kyschools.us/page/fairdale-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Charles Atkinson,10104 Mitchell Hill Road,,,Fairdale,KY,40118,(502) 485-8247,(502) 313-3453,38.104986,-85.762138,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275010,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,13,25.9,3.5,24,0,*,0,0,0,20,5,0,0,9:40 a.m.,4:20 p.m.,Elementary School,633,633,633,0,633,0,0,42.7,12.5,37.4,2.8,4.1,72.5,81.5,2,Orange
